Start Date and Time,RM1,RM2,CM1,CM2,Campaign,Instrument,Size Fraction,SN1,SN2,Public Domain?
28.11.2004,,,,,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
29.11.2004,,,,,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
30.11.2004,,,,,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
01.12.2004,44.08,47.9,28.73,28.35,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
02.12.2004,30.21,32.41,23.72,23.33,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
03.12.2004,15.77,16.3,14,13.81,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
04.12.2004,,,10.07,9.97,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
05.12.2004,,,7.2,7.17,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
06.12.2004,15.03,16.41,14.58,14.41,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
07.12.2004,28.18,31.51,21.27,20.96,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
08.12.2004,,,17.23,16.98,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
09.12.2004,46.24,45.6,28.87,28.38,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
10.12.2004,45.71,45.61,29.39,28.87,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
11.12.2004,,,15.16,14.9,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
12.12.2004,,,22.49,22.29,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
13.12.2004,37.61,40.88,27.42,27.02,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
14.12.2004,28.95,31.2,21.84,21.5,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
15.12.2004,24.91,25.43,19.32,19,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
16.12.2004,14.61,13.19,13.63,13.39,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
17.12.2004,9.14,9.31,11.16,10.91,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
18.12.2004,,,11.94,11.78,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
19.12.2004,,,26.79,26.28,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
20.12.2004,,,17.19,17.03,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
21.12.2004,,,13.48,13.25,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
22.12.2004,,,4.17,4.98,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
23.12.2004,,,15.8,16.04,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
24.12.2004,,,8.3,8.57,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
25.12.2004,,,8.97,9.9,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
26.12.2004,,,12.09,12.94,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
27.12.2004,,,10.8,10.95,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
28.12.2004,,,14.01,14.2,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
29.12.2004,,,13.29,13.4,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
30.12.2004,,,13.21,13.33,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
31.12.2004,,,9.77,9.89,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
01.01.2005,,,9.16,9.25,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
02.01.2005,,,14.38,14.51,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
03.01.2005,,,11.31,11.32,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
04.01.2005,,,16.23,16.21,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
05.01.2005,13.16,14.65,15.86,15.83,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
06.01.2005,14.46,10.66,12.76,12.86,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
07.01.2005,8.76,12.68,13.24,13.59,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
08.01.2005,10.69,14.25,17.1,17.03,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
09.01.2005,12.86,12.91,14.7,14.68,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
10.01.2005,,,21.41,21.34,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
11.01.2005,15.31,16.46,18.15,18.18,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
12.01.2005,20.42,20.35,19.72,19.71,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
13.01.2005,,,24.97,24.95,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
14.01.2005,19.53,21.87,16.94,16.9,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
15.01.2005,22.62,22.61,18.97,18.97,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
16.01.2005,18.06,12.68,13.52,13.48,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
17.01.2005,,,5.89,5.98,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
18.01.2005,,,15.5,15.45,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
19.01.2005,9.77,10.43,9.96,10.02,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
20.01.2005,,,8.27,9.19,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
21.01.2005,,,18.89,19.79,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
22.01.2005,,,18.13,18.76,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
23.01.2005,,,13.32,13.76,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
24.01.2005,,,20.63,21.06,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
25.01.2005,,,17.96,18.39,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
26.01.2005,,,24.33,24.71,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
27.01.2005,,,12.35,12.97,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
28.01.2005,,,,,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
29.01.2005,,,,,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
30.01.2005,,,,,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
31.01.2005,,,,,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
01.02.2005,,,,,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
02.02.2005,,,19.82,19.27,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
03.02.2005,,,12.53,13.47,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
04.02.2005,17.05,13.47,11.04,10.92,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
05.02.2005,18.05,16.39,13.18,13.04,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
06.02.2005,,,21.18,21,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
07.02.2005,,,32.38,32.32,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
08.02.2005,30.41,32.44,18.77,18.67,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
09.02.2005,11.28,10.7,11.54,11.5,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
10.02.2005,15.59,17,13.05,12.96,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
11.02.2005,10.03,11.34,8.47,8.88,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
12.02.2005,8.51,8.68,9.62,9.42,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
13.02.2005,12.01,11.57,14.22,13.94,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
14.02.2005,15.62,18.84,14.01,13.81,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
15.02.2005,30.52,30.78,24.82,24.69,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
16.02.2005,,,25.08,24.91,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
17.02.2005,21.92,22.91,17.02,17,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
18.02.2005,17.62,15.82,16.18,16.11,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
19.02.2005,15.81,16.55,9.79,9.84,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
20.02.2005,13.27,13.26,12.72,12.68,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
21.02.2005,,,13.68,13.54,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
22.02.2005,17.04,17.56,13.91,13.7,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
23.02.2005,16.82,15.39,14.52,14.37,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
24.02.2005,,,24.06,23.84,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
25.02.2005,24.95,25.56,20.75,20.55,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
26.02.2005,22.78,17.04,15.37,15.27,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
27.02.2005,,,14.16,14.07,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
28.02.2005,,,14,13.92,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
01.03.2005,18.25,20.74,14.74,14.62,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
02.03.2005,14.41,14.74,14.61,14.45,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
03.03.2005,21.74,21.62,20.27,20.1,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
04.03.2005,15.29,14.81,15.49,15.36,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
05.03.2005,22.89,23.77,21.38,21.12,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
06.03.2005,,,24.12,23.92,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
07.03.2005,17.23,17.4,14.57,14.44,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
08.03.2005,,,18.38,18.21,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
09.03.2005,26.35,28.1,19.5,19.3,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
10.03.2005,16.06,17.12,14.55,14.4,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
11.03.2005,9.52,9.51,11.03,11.02,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
12.03.2005,12.41,10.92,13.84,13.69,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
13.03.2005,16.4,16.05,15.28,15.15,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
14.03.2005,23.86,26.69,18.93,18.79,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
15.03.2005,23.9,23.82,20.43,20.25,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
16.03.2005,16.97,17.1,16.73,16.69,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
17.03.2005,11.29,10.27,11.93,11.78,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
18.03.2005,,,18.83,18.54,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
19.03.2005,,,37.47,37.13,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
20.03.2005,51.02,49.34,28.29,27.99,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
21.03.2005,44.13,46.29,25.75,26.1,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
22.03.2005,22.42,19.23,16.07,16.33,Birmingham Winter,PM10TEOM1400AB,PM10,25019,25023,N
23.03.2005,,,21.75,21.93,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
24.03.2005,,,18.04,18,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
25.03.2005,,,23.8,23.89,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
26.03.2005,,,14.28,14.36,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
27.03.2005,,,37.29,37.27,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
28.03.2005,,,31.53,31.19,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
29.03.2005,,,21.08,20.93,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
30.03.2005,,,41.88,41.76,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
31.03.2005,,,24.41,24.11,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
01.04.2005,,,25.82,25.75,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
02.04.2005,,,27.92,27.57,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
03.04.2005,,,15.15,15.1,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
04.04.2005,,,,,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
05.04.2005,,,9.93,10.8,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
06.04.2005,,,8.18,8.9,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
07.04.2005,,,13.58,14,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
08.04.2005,,,13.65,13.89,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
09.04.2005,,,10.69,10.89,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
10.04.2005,,,14.72,14.85,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
11.04.2005,,,11.21,11.3,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
12.04.2005,,,16.34,16.58,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
13.04.2005,12.65,13.71,11.65,11.57,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
14.04.2005,17.84,18.29,12.74,12.68,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
15.04.2005,8.55,8.65,8.97,8.97,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
16.04.2005,8.29,10.25,10.09,10.1,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
17.04.2005,10.94,8.98,8.51,8.52,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
18.04.2005,14.17,14.05,15.24,15.28,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
19.04.2005,16.43,17.87,13.72,13.66,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
20.04.2005,35.7,35.83,24.74,24.43,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
21.04.2005,40.69,39.28,23.23,22.25,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
22.04.2005,53.01,50.47,25.79,24.79,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
23.04.2005,46.28,41.46,25.79,24.92,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
24.04.2005,48.93,50.6,28.08,27.25,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
25.04.2005,,,29.29,28.39,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
26.04.2005,13.52,13.78,10.68,10.32,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
27.04.2005,15.97,14.92,13.41,12.84,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
28.04.2005,17.48,17.47,17.3,16.95,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
29.04.2005,18.74,20.75,15.05,14.72,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
30.04.2005,,,17.96,17.2,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
01.05.2005,19.39,19.68,17.24,16.63,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
02.05.2005,20.35,18.62,16.67,16.22,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
03.05.2005,16.12,16.08,,13.64,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
04.05.2005,,,,19.81,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
05.05.2005,9.3,9.18,,,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
06.05.2005,10.55,10.86,,11.91,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
07.05.2005,10.72,9.09,,11.18,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
08.05.2005,7.23,11.56,,14.21,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
09.05.2005,,,,,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
10.05.2005,18.25,22.63,,,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
11.05.2005,16.99,17.12,,,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
12.05.2005,,,,17.16,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
13.05.2005,15.18,16.55,,20.35,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
14.05.2005,16.33,16.76,,17.59,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
15.05.2005,13.75,15.42,,15.36,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
16.05.2005,19.2,15.42,,15.45,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
17.05.2005,15.95,16.92,,17.01,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
18.05.2005,18.8,20.75,,18.08,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
19.05.2005,9.58,8.45,,10.6,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
20.05.2005,10.53,9.95,12.59,13.82,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
21.05.2005,7.28,3.86,6.79,7.03,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
22.05.2005,6.11,6.5,9.88,10.27,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
23.05.2005,9.25,12.48,13.49,13.8,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
24.05.2005,9.44,9.35,13.04,13.16,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
25.05.2005,18.05,18.33,17.99,17.98,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
26.05.2005,12.9,11.8,14.06,15.1,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
27.05.2005,14.64,15.19,19.31,18.6,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
28.05.2005,12.19,12.53,15.91,15.69,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
29.05.2005,9.97,10.53,12.51,12.27,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
30.05.2005,,,12.49,11.68,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
31.05.2005,,,,,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
01.06.2005,,,,,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
02.06.2005,,,,,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
03.06.2005,,,8.32,7.62,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
04.06.2005,,,9.44,8.59,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
05.06.2005,,,11.64,10.57,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
06.06.2005,,,19.87,20.18,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
07.06.2005,,,18.83,18.65,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
08.06.2005,,,22.61,22.87,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
09.06.2005,,,19.12,18.89,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
10.06.2005,18.38,17.06,17.94,17.9,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
11.06.2005,27.59,27.44,19.92,19.73,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
12.06.2005,8.66,8.53,10,9.16,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
13.06.2005,13.98,13.28,15.9,15.49,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
14.06.2005,16.94,17.13,18.21,17.44,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
15.06.2005,13.9,13.61,15.97,15.96,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
16.06.2005,7.42,7.02,11.77,11.17,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
17.06.2005,9.99,9.61,12.2,11.71,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
18.06.2005,23.22,22.81,19.89,19.38,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
19.06.2005,21.36,17.45,18.47,17.6,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
20.06.2005,,,14.27,13.28,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
21.06.2005,8.16,8.79,12.02,11.11,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
22.06.2005,8.3,10.48,14.39,13.77,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
23.06.2005,,,20.13,19.44,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
24.06.2005,,,23.42,22.64,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
25.06.2005,10.95,12.6,12.04,11.44,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
26.06.2005,15.08,15.93,17.77,17.63,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
27.06.2005,15.97,15.58,19.25,18.92,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
28.06.2005,21.7,18.7,19.61,19.17,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
29.06.2005,19.85,20.73,18.36,17.86,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
30.06.2005,,,,12.36,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
01.07.2005,,,,11.55,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
02.07.2005,,,,10.69,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
03.07.2005,,,,13.3,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
04.07.2005,,,,10.87,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
05.07.2005,,,,9.37,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
06.07.2005,,,,14.77,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
07.07.2005,,,,,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
08.07.2005,,,,20.6,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
09.07.2005,,,,20.26,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
10.07.2005,,,,18.28,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
11.07.2005,,,,,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
12.07.2005,,,,,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
13.07.2005,,,,,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
14.07.2005,,,,,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
15.07.2005,,,15.57,15.59,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
16.07.2005,,,18.82,18.19,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
17.07.2005,,,15.87,15.4,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
18.07.2005,,,14.6,14.55,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
19.07.2005,,,13.09,12.7,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
20.07.2005,,,15.12,14.36,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
21.07.2005,,,18.49,17.74,Birmingham Summer,PM10TEOM1400AB,PM10,25019,25023,N
14.11.2004,,,,,Teddington Winter,PM10TEOM1400AB,PM10,25018,25025,N
15.11.2004,,,14.58,14.84,Teddington Winter,PM10TEOM1400AB,PM10,25018,25025,N
16.11.2004,16.19,16.31,14.15,14.12,Teddington Winter,PM10TEOM1400AB,PM10,25018,25025,N
17.11.2004,,,12.03,12.21,Teddington Winter,PM10TEOM1400AB,PM10,25018,25025,N
18.11.2004,15.97,17.57,9.82,9.93,Teddington Winter,PM10TEOM1400AB,PM10,25018,25025,N
19.11.2004,25.84,27.18,17.38,18,Teddington Winter,PM10TEOM1400AB,PM10,25018,25025,N
20.11.2004,,,11.63,11.8,Teddington Winter,PM10TEOM1400AB,PM10,25018,25025,N
21.11.2004,,,12.3,12.15,Teddington Winter,PM10TEOM1400AB,PM10,25018,25025,N
22.11.2004,,,17.32,17.23,Teddington Winter,PM10TEOM1400AB,PM10,25018,25025,N
23.11.2004,29.42,31.11,29.25,28.75,Teddington Winter,PM10TEOM1400AB,PM10,25018,25025,N
24.11.2004,37.17,36.48,23.39,23.3,Teddington Winter,PM10TEOM1400AB,PM10,25018,25025,N
25.11.2004,29.34,30.85,19.86,19.59,Teddington Winter,PM10TEOM1400AB,PM10,25018,25025,N
26.11.2004,,,14.54,14.42,Teddington Winter,PM10TEOM1400AB,PM10,25018,25025,N
27.11.2004,,,12.33,12.65,Teddington Winter,PM10TEOM1400AB,PM10,25018,25025,N
28.11.2004,,,8.74,8.45,Teddington Winter,PM10TEOM1400AB,PM10,25018,25025,N
29.11.2004,35.73,36.56,29.9,29.94,Teddington Winter,PM10TEOM1400AB,PM10,25018,25025,N
30.11.2004,,,28.45,28.2,Teddington Winter,PM10TEOM1400AB,PM10,25018,25025,N
01.12.2004,37.13,37.43,22.1,21.75,Teddington Winter,PM10TEOM1400AB,PM10,25018,25025,N
02.12.2004,43.06,44.16,28.53,28.01,Teddington Winter,PM10TEOM1400AB,PM10,25018,25025,N
03.12.2004,30.71,30.9,21.54,21.39,Teddington Winter,PM10TEOM1400AB,PM10,25018,25025,N
04.12.2004,,,17.92,17.96,Teddington Winter,PM10TEOM1400AB,PM10,25018,25025,N
05.12.2004,,,15.46,15.26,Teddington Winter,PM10TEOM1400AB,PM10,25018,25025,N
06.12.2004,19.31,19.34,14.53,14.12,Teddington Winter,PM10TEOM1400AB,PM10,25018,25025,N
07.12.2004,,,41.67,40.79,Teddington Winter,PM10TEOM1400AB,PM10,25018,25025,N
08.12.2004,39.41,39.21,21.78,21.9,Teddington Winter,PM10TEOM1400AB,PM10,25018,25025,N
09.12.2004,46.31,45.68,28.78,27.9,Teddington Winter,PM10TEOM1400AB,PM10,25018,25025,N
10.12.2004,,,30.85,29.49,Teddington Winter,PM10TEOM1400AB,PM10,25018,25025,N
11.12.2004,,,27.69,27.04,Teddington Winter,PM10TEOM1400AB,PM10,25018,25025,N
12.12.2004,,,41.02,40.26,Teddington Winter,PM10TEOM1400AB,PM10,25018,25025,N
13.12.2004,52.35,51.83,35.55,34.38,Teddington Winter,PM10TEOM1400AB,PM10,25018,25025,N
14.12.2004,29.11,31.44,21.47,20.96,Teddington Winter,PM10TEOM1400AB,PM10,25018,25025,N
