Start Date and Time,RM1,RM2,CM1,CM2,Campaign,Instrument,Size Fraction,SN1,SN2,Public Domain?
28.09.2005,13.43,13.47,18.5,19.17,Bristol Summer,PM10UnheatedBAM1020,PM10,D1428,D1429,N
29.09.2005,15.15,15.06,19.21,18.29,Bristol Summer,PM10UnheatedBAM1020,PM10,D1428,D1429,N
30.09.2005,14.63,15.38,21.5,20.13,Bristol Summer,PM10UnheatedBAM1020,PM10,D1428,D1429,N
01.10.2005,,,15.46,17.25,Bristol Summer,PM10UnheatedBAM1020,PM10,D1428,D1429,N
02.10.2005,18.8,19.16,23.63,22.58,Bristol Summer,PM10UnheatedBAM1020,PM10,D1428,D1429,N
03.10.2005,25.24,26.19,31.25,30.42,Bristol Summer,PM10UnheatedBAM1020,PM10,D1428,D1429,N
04.10.2005,32.44,31.32,40.29,37.58,Bristol Summer,PM10UnheatedBAM1020,PM10,D1428,D1429,N
05.10.2005,40.3,38.82,52.83,50.92,Bristol Summer,PM10UnheatedBAM1020,PM10,D1428,D1429,N
06.10.2005,43.08,43.36,60.79,57.96,Bristol Summer,PM10UnheatedBAM1020,PM10,D1428,D1429,N
07.10.2005,54.89,55.36,73.54,68.83,Bristol Summer,PM10UnheatedBAM1020,PM10,D1428,D1429,N
08.10.2005,18.98,20.02,27.08,26,Bristol Summer,PM10UnheatedBAM1020,PM10,D1428,D1429,N
09.10.2005,14.54,13.6,19.7,19.65,Bristol Summer,PM10UnheatedBAM1020,PM10,D1428,D1429,N
10.10.2005,38.36,38.66,50.67,47.83,Bristol Summer,PM10UnheatedBAM1020,PM10,D1428,D1429,N
11.10.2005,25.01,27.51,32.33,33.08,Bristol Summer,PM10UnheatedBAM1020,PM10,D1428,D1429,N
12.10.2005,10.42,11.78,14.39,14.91,Bristol Summer,PM10UnheatedBAM1020,PM10,D1428,D1429,N
13.10.2005,13.85,14.07,19.71,18.08,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
14.10.2005,24.99,26.24,36.63,32.75,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
15.10.2005,54.91,55.81,74.29,69.58,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
16.10.2005,29.15,29.69,39.79,36.04,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
17.10.2005,39.61,39.39,51.5,48.54,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
18.10.2005,25.32,25.8,33.88,32.04,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
19.10.2005,11.12,12.52,19.83,16.63,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
20.10.2005,12.44,13.22,18.88,16.42,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
21.10.2005,9.09,9.01,14.38,13.71,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
22.10.2005,,,24.13,21.63,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
23.10.2005,9.58,10.29,14.13,11.75,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
24.10.2005,7.91,8.73,13,12.33,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
25.10.2005,25.72,24.84,40.25,39.08,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
26.10.2005,22.01,22.47,30.29,27.96,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
27.10.2005,23.1,23.7,36.29,34.17,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
28.10.2005,20.84,21.67,36.58,33.38,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
29.10.2005,13.79,14.21,22.17,19.58,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
30.10.2005,27.52,28.53,49.04,49,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
31.10.2005,13.54,13.97,24.63,23.96,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
01.11.2005,11.99,12.24,20.5,18.25,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
02.11.2005,24.29,25.39,41.43,42.52,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
03.11.2005,14.47,14.56,23.38,25.88,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
04.11.2005,14.28,14.85,19.79,18.46,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
05.11.2005,17.52,18.25,27.17,25.63,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
06.11.2005,16.84,17.81,27.79,25.42,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
07.11.2005,19.68,19.59,30.42,31.46,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
08.11.2005,14.27,14.21,20.58,18.67,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
09.11.2005,18.1,17.96,23.5,21.63,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
10.11.2005,11.65,12.65,18.29,17.67,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
11.11.2005,12.07,12.13,18.29,17.08,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
12.11.2005,,,43.42,41.63,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
13.11.2005,35.83,35.72,40.13,37.46,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
14.11.2005,22.19,22.75,27.71,26.63,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
15.11.2005,20.71,21.27,26.88,25.33,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
16.11.2005,,,50.08,45.25,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
17.11.2005,,,69.33,63.33,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
18.11.2005,,,66.33,61.54,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
19.11.2005,,,60.79,57.08,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
20.11.2005,,,73.71,67.42,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
21.11.2005,,,50.38,47.08,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
22.11.2005,45.59,46.29,54.88,51.79,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
23.11.2005,37.4,38.64,45.5,40.67,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
24.11.2005,12.88,12.38,15.42,13.79,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
25.11.2005,18.03,18.85,23.58,20.96,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
26.11.2005,20.17,21.4,27.63,24.54,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
27.11.2005,25.89,28.15,34.21,30.38,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
28.11.2005,22.64,22.86,28.33,25.17,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
29.11.2005,,,51.92,48,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
30.11.2005,17.7,18.06,24.78,21.74,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
01.12.2005,10.52,11.12,14.75,14.04,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
02.12.2005,10.62,10.34,17.08,15.38,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
03.12.2005,15.32,14.06,20.33,18.79,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
04.12.2005,15.46,15.43,21.54,20.33,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
05.12.2005,18.46,19.76,23.33,22.58,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
06.12.2005,39.66,38,47.63,43.88,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
07.12.2005,17.92,18.35,23.5,19.38,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
08.12.2005,,,57,50.83,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
09.12.2005,37.92,39.26,47,43.92,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
10.12.2005,,,60.63,55.17,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
11.12.2005,46.76,48.53,56.17,51.33,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
12.12.2005,33.89,34.32,44.46,38.67,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
13.12.2005,43.77,45.49,52.83,47.46,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
14.12.2005,,,38.58,35,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
15.12.2005,,,34.25,29.79,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
16.12.2005,,,27.08,23.67,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
17.12.2005,,,36.38,33.96,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
18.12.2005,,,28.42,26.96,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
19.12.2005,,,63.04,56.74,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
20.12.2005,,,35.5,32.79,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
21.12.2005,,,25.04,22.46,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
22.12.2005,,,34.42,31.71,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
23.12.2005,,,37.5,35.17,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
24.12.2005,,,46.83,42.88,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
25.12.2005,,,30.33,28.21,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
26.12.2005,,,22.25,19.71,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
27.12.2005,,,20.67,17.71,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
28.12.2005,,,39,34.46,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
29.12.2005,,,,27,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
30.12.2005,,,,28.75,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
31.12.2005,,,,22.33,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
01.01.2006,,,,17.5,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
02.01.2006,,,,31.21,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
03.01.2006,,,,31.58,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
04.01.2006,,,,33.33,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
05.01.2006,,,,36.21,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
06.01.2006,,,50.83,47.21,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
07.01.2006,,,46.38,42.25,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
08.01.2006,,,48,42.46,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
09.01.2006,,,43.83,40.13,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
10.01.2006,,,28.42,26.25,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
11.01.2006,,,,,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
12.01.2006,,,,,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
13.01.2006,,,,,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
14.01.2006,,,,,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
15.01.2006,,,,,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
16.01.2006,,,,,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
17.01.2006,,,,,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
18.01.2006,,,,,Bristol Winter,PM10UnheatedBAM1020,PM10,D1428,D1429,N
01.08.2005,,,,,East Kilbride Summer,PM10UnheatedBAM1020,PM10,D1427,D1426,N
02.08.2005,,,14.08,12.58,East Kilbride Summer,PM10UnheatedBAM1020,PM10,D1427,D1426,N
03.08.2005,,,20.88,18.38,East Kilbride Summer,PM10UnheatedBAM1020,PM10,D1427,D1426,N
04.08.2005,,,9.7,9.48,East Kilbride Summer,PM10UnheatedBAM1020,PM10,D1427,D1426,N
05.08.2005,,,,,East Kilbride Summer,PM10UnheatedBAM1020,PM10,D1427,D1426,N
06.08.2005,,,,,East Kilbride Summer,PM10UnheatedBAM1020,PM10,D1427,D1426,N
07.08.2005,,,,,East Kilbride Summer,PM10UnheatedBAM1020,PM10,D1427,D1426,N
08.08.2005,,,,,East Kilbride Summer,PM10UnheatedBAM1020,PM10,D1427,D1426,N
09.08.2005,,,0.86,-0.18,East Kilbride Summer,PM10UnheatedBAM1020,PM10,D1427,D1426,N
10.08.2005,6.23,6.53,2.79,2.58,East Kilbride Summer,PM10UnheatedBAM1020,PM10,D1427,D1426,N
11.08.2005,6.53,6.13,4.83,3.79,East Kilbride Summer,PM10UnheatedBAM1020,PM10,D1427,D1426,N
12.08.2005,,,6.35,4.26,East Kilbride Summer,PM10UnheatedBAM1020,PM10,D1427,D1426,N
13.08.2005,9.76,7.94,,,East Kilbride Summer,PM10UnheatedBAM1020,PM10,D1427,D1426,N
14.08.2005,8.28,7.13,4.96,3.96,East Kilbride Summer,PM10UnheatedBAM1020,PM10,D1427,D1426,N
15.08.2005,5.48,10.3,6.45,7.57,East Kilbride Summer,PM10UnheatedBAM1020,PM10,D1427,D1426,N
16.08.2005,12.65,11.19,13,11.75,East Kilbride Summer,PM10UnheatedBAM1020,PM10,D1427,D1426,N
17.08.2005,10.54,11.34,14.91,13.77,East Kilbride Summer,PM10UnheatedBAM1020,PM10,D1427,D1426,N
18.08.2005,7.59,7.28,9.71,7.67,East Kilbride Summer,PM10UnheatedBAM1020,PM10,D1427,D1426,N
19.08.2005,7.49,6.38,7.38,5.96,East Kilbride Summer,PM10UnheatedBAM1020,PM10,D1427,D1426,N
20.08.2005,,7.13,9.5,6.54,East Kilbride Summer,PM10UnheatedBAM1020,PM10,D1427,D1426,N
21.08.2005,,6.51,10.04,5.58,East Kilbride Summer,PM10UnheatedBAM1020,PM10,D1427,D1426,N
22.08.2005,9.31,9.9,10.29,9,East Kilbride Summer,PM10UnheatedBAM1020,PM10,D1427,D1426,N
23.08.2005,6.99,,11.29,6.71,East Kilbride Summer,PM10UnheatedBAM1020,PM10,D1427,D1426,N
24.08.2005,9.9,9.46,12.38,9.5,East Kilbride Summer,PM10UnheatedBAM1020,PM10,D1427,D1426,N
25.08.2005,6.24,5.38,6.92,5.29,East Kilbride Summer,PM10UnheatedBAM1020,PM10,D1427,D1426,N
26.08.2005,6.22,6.96,9.29,6.67,East Kilbride Summer,PM10UnheatedBAM1020,PM10,D1427,D1426,N
27.08.2005,11.03,9.48,11.92,9.75,East Kilbride Summer,PM10UnheatedBAM1020,PM10,D1427,D1426,N
28.08.2005,5.65,6.23,9.75,6.04,East Kilbride Summer,PM10UnheatedBAM1020,PM10,D1427,D1426,N
29.08.2005,12.22,12.59,15.71,14.54,East Kilbride Summer,PM10UnheatedBAM1020,PM10,D1427,D1426,N
30.08.2005,14.7,14.92,18.58,17.58,East Kilbride Summer,PM10UnheatedBAM1020,PM10,D1427,D1426,N
31.08.2005,22.72,25.09,30.46,28.38,East Kilbride Summer,PM10UnheatedBAM1020,PM10,D1427,D1426,N
01.09.2005,,9.51,10.21,8.79,East Kilbride Summer,PM10UnheatedBAM1020,PM10,D1427,D1426,N
02.09.2005,8.01,9.55,10,9.25,East Kilbride Summer,PM10UnheatedBAM1020,PM10,D1427,D1426,N
03.09.2005,,,28.33,26.42,East Kilbride Summer,PM10UnheatedBAM1020,PM10,D1427,D1426,N
04.09.2005,25.52,26.71,34.46,32.29,East Kilbride Summer,PM10UnheatedBAM1020,PM10,D1427,D1426,N
05.09.2005,,,42.79,39.92,East Kilbride Summer,PM10UnheatedBAM1020,PM10,D1427,D1426,N
06.09.2005,,,,,East Kilbride Summer,PM10UnheatedBAM1020,PM10,D1427,D1426,N
07.09.2005,,,,,East Kilbride Summer,PM10UnheatedBAM1020,PM10,D1427,D1426,N
08.09.2005,,,,,East Kilbride Summer,PM10UnheatedBAM1020,PM10,D1427,D1426,N
09.09.2005,4.88,5.01,7.71,4.33,East Kilbride Summer,PM10UnheatedBAM1020,PM10,D1427,D1426,N
10.09.2005,19.47,16.79,27.67,21.75,East Kilbride Summer,PM10UnheatedBAM1020,PM10,D1427,D1426,N
11.09.2005,6.87,6.57,12.21,6.5,East Kilbride Summer,PM10UnheatedBAM1020,PM10,D1427,D1426,N
12.09.2005,9.56,9.76,15.13,10.17,East Kilbride Summer,PM10UnheatedBAM1020,PM10,D1427,D1426,N
13.09.2005,7.85,8.02,12.96,10.46,East Kilbride Summer,PM10UnheatedBAM1020,PM10,D1427,D1426,N
14.09.2005,7.24,8.5,9.55,7,East Kilbride Summer,PM10UnheatedBAM1020,PM10,D1427,D1426,N
15.09.2005,6.82,8.03,8.08,6.04,East Kilbride Summer,PM10UnheatedBAM1020,PM10,D1427,D1426,N
16.09.2005,4.63,6.11,4.17,3.71,East Kilbride Summer,PM10UnheatedBAM1020,PM10,D1427,D1426,N
17.09.2005,6.2,5.79,4.54,4.38,East Kilbride Summer,PM10UnheatedBAM1020,PM10,D1427,D1426,N
18.09.2005,6.02,7.28,6.38,7.25,East Kilbride Summer,PM10UnheatedBAM1020,PM10,D1427,D1426,N
19.09.2005,5.89,6.52,8.33,5.92,East Kilbride Summer,PM10UnheatedBAM1020,PM10,D1427,D1426,N
20.09.2005,,,12.79,12.88,East Kilbride Summer,PM10UnheatedBAM1020,PM10,D1427,D1426,N
21.09.2005,9.08,8.46,10.71,9.71,East Kilbride Summer,PM10UnheatedBAM1020,PM10,D1427,D1426,N
22.09.2005,13.44,12.56,16.92,14.54,East Kilbride Summer,PM10UnheatedBAM1020,PM10,D1427,D1426,N
23.09.2005,,,15.42,14.29,East Kilbride Summer,PM10UnheatedBAM1020,PM10,D1427,D1426,N
24.09.2005,17.21,14.71,18.79,17.33,East Kilbride Summer,PM10UnheatedBAM1020,PM10,D1427,D1426,N
25.09.2005,8.37,7.7,10.92,8.92,East Kilbride Summer,PM10UnheatedBAM1020,PM10,D1427,D1426,N
26.09.2005,10.03,10.57,14.63,12.63,East Kilbride Summer,PM10UnheatedBAM1020,PM10,D1427,D1426,N
27.09.2005,10.16,10.21,12.58,12.29,East Kilbride Summer,PM10UnheatedBAM1020,PM10,D1427,D1426,N
28.09.2005,7.12,8.28,8.42,8.38,East Kilbride Summer,PM10UnheatedBAM1020,PM10,D1427,D1426,N
29.09.2005,,,7,7.17,East Kilbride Summer,PM10UnheatedBAM1020,PM10,D1427,D1426,N
30.09.2005,12.25,11.49,11.67,14.96,East Kilbride Summer,PM10UnheatedBAM1020,PM10,D1427,D1426,N
01.10.2005,12.74,9.21,7.59,10.09,East Kilbride Summer,PM10UnheatedBAM1020,PM10,D1427,D1426,N
02.10.2005,14.14,13.48,23.33,20.83,East Kilbride Summer,PM10UnheatedBAM1020,PM10,D1427,D1426,N
03.10.2005,11.02,12.45,14.04,14.83,East Kilbride Summer,PM10UnheatedBAM1020,PM10,D1427,D1426,N
04.10.2005,14.91,15.23,17.54,19.67,East Kilbride Summer,PM10UnheatedBAM1020,PM10,D1427,D1426,N
05.10.2005,22.72,23.56,28.5,29.75,East Kilbride Summer,PM10UnheatedBAM1020,PM10,D1427,D1426,N
06.10.2005,,,27.21,28.71,East Kilbride Summer,PM10UnheatedBAM1020,PM10,D1427,D1426,N
07.10.2005,,,18.38,18.42,East Kilbride Summer,PM10UnheatedBAM1020,PM10,D1427,D1426,N
08.10.2005,,,6.83,7.83,East Kilbride Summer,PM10UnheatedBAM1020,PM10,D1427,D1426,N
09.10.2005,6.37,6.78,10.75,11.79,East Kilbride Summer,PM10UnheatedBAM1020,PM10,D1427,D1426,N
10.10.2005,3.4,3.59,4.83,7.38,East Kilbride Summer,PM10UnheatedBAM1020,PM10,D1427,D1426,N
11.10.2005,3.58,3.64,3,5,East Kilbride Summer,PM10UnheatedBAM1020,PM10,D1427,D1426,N
12.10.2005,,,3.23,6.58,East Kilbride Summer,PM10UnheatedBAM1020,PM10,D1427,D1426,N
13.10.2005,,,5.54,9.25,East Kilbride Winter,PM10UnheatedBAM1020,PM10,D1427,D1426,N
14.10.2005,,,12.71,15.17,East Kilbride Winter,PM10UnheatedBAM1020,PM10,D1427,D1426,N
15.10.2005,,,25.48,27.29,East Kilbride Winter,PM10UnheatedBAM1020,PM10,D1427,D1426,N
16.10.2005,28.97,28.47,38.33,38.42,East Kilbride Winter,PM10UnheatedBAM1020,PM10,D1427,D1426,N
17.10.2005,,,36.71,35.63,East Kilbride Winter,PM10UnheatedBAM1020,PM10,D1427,D1426,N
18.10.2005,22.16,23.62,33.88,34.21,East Kilbride Winter,PM10UnheatedBAM1020,PM10,D1427,D1426,N
19.10.2005,7.21,7.51,10.38,13.5,East Kilbride Winter,PM10UnheatedBAM1020,PM10,D1427,D1426,N
20.10.2005,5.36,6.39,8.67,9.42,East Kilbride Winter,PM10UnheatedBAM1020,PM10,D1427,D1426,N
21.10.2005,,,9.79,13.96,East Kilbride Winter,PM10UnheatedBAM1020,PM10,D1427,D1426,N
22.10.2005,,,13.33,14.33,East Kilbride Winter,PM10UnheatedBAM1020,PM10,D1427,D1426,N
23.10.2005,3.29,3.38,3.21,6.17,East Kilbride Winter,PM10UnheatedBAM1020,PM10,D1427,D1426,N
24.10.2005,4.9,4.56,5.5,9.71,East Kilbride Winter,PM10UnheatedBAM1020,PM10,D1427,D1426,N
25.10.2005,6.65,6.78,14.29,14.42,East Kilbride Winter,PM10UnheatedBAM1020,PM10,D1427,D1426,N
26.10.2005,9.78,10.4,15.04,16.83,East Kilbride Winter,PM10UnheatedBAM1020,PM10,D1427,D1426,N
27.10.2005,15.95,16.48,26.46,27.42,East Kilbride Winter,PM10UnheatedBAM1020,PM10,D1427,D1426,N
28.10.2005,,,10.33,12.54,East Kilbride Winter,PM10UnheatedBAM1020,PM10,D1427,D1426,N
29.10.2005,7.07,7.98,14,16.54,East Kilbride Winter,PM10UnheatedBAM1020,PM10,D1427,D1426,N
30.10.2005,,,14.04,16.33,East Kilbride Winter,PM10UnheatedBAM1020,PM10,D1427,D1426,N
31.10.2005,9.05,10,15.38,16.29,East Kilbride Winter,PM10UnheatedBAM1020,PM10,D1427,D1426,N
01.11.2005,10.33,8.74,10.38,15.04,East Kilbride Winter,PM10UnheatedBAM1020,PM10,D1427,D1426,N
02.11.2005,9.72,9.46,14.58,16.25,East Kilbride Winter,PM10UnheatedBAM1020,PM10,D1427,D1426,N
03.11.2005,3.26,2.54,2.04,8.67,East Kilbride Winter,PM10UnheatedBAM1020,PM10,D1427,D1426,N
04.11.2005,,,5.74,8.35,East Kilbride Winter,PM10UnheatedBAM1020,PM10,D1427,D1426,N
05.11.2005,16.38,16.75,24.5,25.63,East Kilbride Winter,PM10UnheatedBAM1020,PM10,D1427,D1426,N
06.11.2005,,,11.13,14.58,East Kilbride Winter,PM10UnheatedBAM1020,PM10,D1427,D1426,N
07.11.2005,,,8.88,11.92,East Kilbride Winter,PM10UnheatedBAM1020,PM10,D1427,D1426,N
08.11.2005,6.01,6.09,5.46,8.5,East Kilbride Winter,PM10UnheatedBAM1020,PM10,D1427,D1426,N
09.11.2005,7.54,7.5,9.46,13.08,East Kilbride Winter,PM10UnheatedBAM1020,PM10,D1427,D1426,N
10.11.2005,14.36,14.47,26.74,27.96,East Kilbride Winter,PM10UnheatedBAM1020,PM10,D1427,D1426,N
11.11.2005,9.7,9.43,11.58,15.29,East Kilbride Winter,PM10UnheatedBAM1020,PM10,D1427,D1426,N
12.11.2005,6.45,6.92,6.92,8.92,East Kilbride Winter,PM10UnheatedBAM1020,PM10,D1427,D1426,N
13.11.2005,,,,,East Kilbride Winter,PM10UnheatedBAM1020,PM10,D1427,D1426,N
14.11.2005,5.89,5.17,7.09,9.25,East Kilbride Winter,PM10UnheatedBAM1020,PM10,D1427,D1426,N
15.11.2005,7.03,6.7,5.92,9.75,East Kilbride Winter,PM10UnheatedBAM1020,PM10,D1427,D1426,N
16.11.2005,9.41,9.01,,,East Kilbride Winter,PM10UnheatedBAM1020,PM10,D1427,D1426,N
17.11.2005,,,18.95,,East Kilbride Winter,PM10UnheatedBAM1020,PM10,D1427,D1426,N
18.11.2005,,,19.67,,East Kilbride Winter,PM10UnheatedBAM1020,PM10,D1427,D1426,N
19.11.2005,,,26.63,,East Kilbride Winter,PM10UnheatedBAM1020,PM10,D1427,D1426,N
20.11.2005,21.55,19.53,24.33,,East Kilbride Winter,PM10UnheatedBAM1020,PM10,D1427,D1426,N
21.11.2005,,,24.3,,East Kilbride Winter,PM10UnheatedBAM1020,PM10,D1427,D1426,N
22.11.2005,25.96,23.42,,,East Kilbride Winter,PM10UnheatedBAM1020,PM10,D1427,D1426,N
23.11.2005,17.3,16.07,,,East Kilbride Winter,PM10UnheatedBAM1020,PM10,D1427,D1426,N
24.11.2005,5.73,,,,East Kilbride Winter,PM10UnheatedBAM1020,PM10,D1427,D1426,N
25.11.2005,4.22,4.99,1.91,,East Kilbride Winter,PM10UnheatedBAM1020,PM10,D1427,D1426,N
26.11.2005,4.98,4.9,2.04,,East Kilbride Winter,PM10UnheatedBAM1020,PM10,D1427,D1426,N
27.11.2005,,,5.08,,East Kilbride Winter,PM10UnheatedBAM1020,PM10,D1427,D1426,N
28.11.2005,8.43,8.51,8.63,,East Kilbride Winter,PM10UnheatedBAM1020,PM10,D1427,D1426,N
29.11.2005,9.56,8.28,7.92,,East Kilbride Winter,PM10UnheatedBAM1020,PM10,D1427,D1426,N
30.11.2005,7.09,6.12,6.96,10.88,East Kilbride Winter,PM10UnheatedBAM1020,PM10,D1427,D1426,N
01.12.2005,8.37,7.23,6.83,10.46,East Kilbride Winter,PM10UnheatedBAM1020,PM10,D1427,D1426,N
02.12.2005,,,17.42,19.13,East Kilbride Winter,PM10UnheatedBAM1020,PM10,D1427,D1426,N
03.12.2005,8.86,8.08,8.46,,East Kilbride Winter,PM10UnheatedBAM1020,PM10,D1427,D1426,N
04.12.2005,,,5.27,,East Kilbride Winter,PM10UnheatedBAM1020,PM10,D1427,D1426,N
05.12.2005,13.26,12.77,13.5,15.45,East Kilbride Winter,PM10UnheatedBAM1020,PM10,D1427,D1426,N
06.12.2005,13.3,14.96,13.13,15.5,East Kilbride Winter,PM10UnheatedBAM1020,PM10,D1427,D1426,N
07.12.2005,12.3,14.73,12.83,13.79,East Kilbride Winter,PM10UnheatedBAM1020,PM10,D1427,D1426,N
08.12.2005,26.19,25.16,24.67,25.63,East Kilbride Winter,PM10UnheatedBAM1020,PM10,D1427,D1426,N
09.12.2005,5.74,5.87,6.88,6.92,East Kilbride Winter,PM10UnheatedBAM1020,PM10,D1427,D1426,N
10.12.2005,6.46,6.44,7.3,7.67,East Kilbride Winter,PM10UnheatedBAM1020,PM10,D1427,D1426,N
